id,listing_url,name,space,picture_url,neighbourhood,latitude,longitude,price,weekly_price,monthly_price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
246916,https://www.airbnb.com/rooms/246916,Quality Cozy Studio Next to Subway,"Sunny, immaculate studio with queen sized bed, brand new wood floor and furniture. The unit is on the 2nd floor of a multi-family two story home in a safe, quiet and convenient Queens neighborhood.  Studio apartment has been impeccably renovated with new wood floors. It has its own PRIVATE entrance & PRIVATE bathroom. There is no kitchen but the unit has a mini-fridge & a microwave oven. 8 minute walk to the M & R subway lines (Grand Avenue Subway Station located on Queens Blvd & Grand Avenue). 25 minutes by subway to most of Manhattan. $28 taxi ride to JFK International Airport. 10 minute drive to LaGuardia. Walking distance to shopping, groceries, restaurants and parks. Lots of international ethnic restaurants, grocery stores & a 12 minute walk to Queens Center Shopping Mall with Target, Best Buy, Macy's, etc. WiFi and utilities are included. Street parking available for vehicles.",https://a0.muscache.com/im/pictures/14162843/44093d11_original.jpg?aki_policy=large,Elmhurst,40.7346954451432,-73.8806642301986,79,,1499,241,42,95,10,10,10,9,9,9,0.54
246938,https://www.airbnb.com/rooms/246938,Scandinavian-apt for up to 5. LES,"The apartment is a 2 bedrooms, high ceilings, airly with nice daylight. It is newly renovated with delicate, scandanivian interior. The main area comprises of the open kitchen, and dining room. There is a small hallway with hangers for clothes and toilet and bathroom with bathtub. There is a flat screen tv to accompany your dinners, if you ever do actually decide to cook in the city that never sleeps.  Room 1 is small, as shown in the pictures. It has a Sleeping couch that is the size of a queen size bed.   Room 2 is lager and has more space. Also has a sleeping couch but a newer model than in the picture. It folds out to become a queen size bed too.  If you end up booking for more than 4 people, there is an additional airbed that can be used.  It is however, a fifth floor walk up. That comes with a view of Empire State Building (otherwise not visible at lower floors)! There is no elevator, so sorry! There is a laundromat right next door where you can drop off your laundry! The place c",https://a0.muscache.com/im/pictures/11177793/b103bce3_original.jpg?aki_policy=large,Lower East Side,40.718759299246,-73.9885050318579,146,,,272,189,89,9,9,9,9,10,9,2.5
246952,https://www.airbnb.com/rooms/246952,Fully Equiped Man Cave Plus,"This posting is for the Single carpeted quiet room Total Key-Locked Privacy (eat, cook, sleep, relax, watch movies, browse the internet or write a novel, watch cable). Wifi internet, Real Bed, dresser, carpet, clothing irons, cable television, flat screen super hi-def & projector. included: full bathroom, with stand-up shower, full-tub, Very large kitchen, new digital washer, dryer, microwave, large oven/ stove to cook, access to large entertainment room with bar, Netflix, DVD movies, PS3 video games, Coffee maker, bagel and bread toaster, plus more. A must see    The apartment however can accommodate an entire family plus or can be an extremely cozy environment for a couple. Enjoy the different effect that each room has. The apartment can be broken up into two sections. Front is very cozy and warm with a full living room with mini-den that can convert easily into a sleeping quarter or reverse (5 people). Attach the front bedroom to have complete privacy from friends or kids (another t",https://a0.muscache.com/im/pictures/3874404/c5758674_original.jpg?aki_policy=large,Clinton Hill,40.6821700471961,-73.9607634364221,59,,,365,0,,,,,,,,
247000,https://www.airbnb.com/rooms/247000,The Feel of being Home-Double Room,"This posting is for One Extra large totally Key-Lock Private Double Room mini-apartment (extra large room and small room together) / Lounge for upto 6 people,  Wireless internet, 40 inch flat screen tv, cable, A Mini- pool airhockey ping pong foosball etc table, closet, full-leather sofa set, air-mattresses, carpet lounge area, very large stereo surround sound system, mini-projector, mini-lounge, Air-conditioner, Coffee maker, bagel and bread toaster,, full-body mirror,  included: full bathroom, with stand-up shower, full-tub, Very large kitchen, new digital washer/ dryer, microwave, large oven/ stove to cook, access to large entertainment room with bar. A must see  The apartment however also has an entertainment room, sports bar, entertainment for kids, adults, warm climate, entertain company family guest, an exercise room / New York Yankees sport room, lounge room, relaxation room, single comfort room, WiFi, Netflix, PS3, Cable,  over 1000 Up to date DvDs or request a movie in advanc",https://a0.muscache.com/im/pictures/2344340/b2ad58c3_original.jpg?aki_policy=large,Clinton Hill,40.6825133024902,-73.9610111113531,109,,,365,2,100,9,10,10,10,10,9,0.03
247562,https://www.airbnb.com/rooms/247562,Luxorious Couples Or Solo Dean,"   About your room is a private room located on the first floor this is a 3 bedroom fully equipped apartment just for tourists has its own separate entrance . This room can accommodate 2 people and is furnished with a full size bed size, and a TV with cable and Wi -fi Connection The apartment is fully furnished and has a living room, and private bathroom The kitchen is fully equipped with all utensils (fridge , microwave, toaster, coffee spoons , cups and plates ) . ( Not stove for cook ) About your accommodation : You will have a private room with a full size bed , pillows , blankets and towels. The sheets and blankets are changed after each guest departure . The room is furnished with a dresser, night table and satellite TV. The room has tile floors.. There are air conditioning during the summer and heating in winter . Your privacy please turn off the air when you leave the room you will appreciate  Transportation : We are a one block away to  the train station  J train 1 stop you ch",https://a0.muscache.com/im/pictures/106545990/d82423af_original.jpg?aki_policy=large,Richmond Hill,40.7001397886795,-73.8301481073092,65,,,365,17,89,9,9,9,10,9,9,0.22
247778,https://www.airbnb.com/rooms/247778,Home away from Home in Chelsea,"Fully furnished Studio Apartment available October 10-19. Ideally located in Chelsea yet amazingly quiet. The perfect place to retire to after a long day touring the bustling city. Everything is included for your comfort: - Bedding (queen-size bed) and Towels - Wi-fi, Local and long distance calls U.S. & Canada - Flat screen TV & DVD player - Fully equipped kitchen - Nespresso machine - Dining table/chairs - Washer/Dryer in building - Air-conditioning - Bathroom with Tub/Shower (shampoo & soap included) - Plenty of storage - 3 blocks away from Penn Station with easy access to all major subway lines, New Jersey Transit and Long Island Rail Road. - 3 blocks away from the High Line park and Chelsea galleries, - 15 minute-walk to Times Square and the Theatre District heading north, or Greenwich Village and the Meatpacking District to the south. - Whole Foods and Chelsea Market nearby for amazing food shopping, as well as numerous restaurants, bars and clubs. - $50 Cleaning fee included.",https://a0.muscache.com/im/pictures/22915051/f11e43c0_original.jpg?aki_policy=large,Chelsea,40.7506232437336,-73.9968584740695,199,,,0,10,98,9,10,10,9,9,10,0.13
248713,https://www.airbnb.com/rooms/248713,Charming Hell's Kitchen bedroom,"Hello + Welcome!  I'd love to tell you a bit about my charming and peaceful apartment in the heart of Midtown Manhattan.  I'm Kristina and you are renting my private room in a two bedroom apartment.  The apartment is shared with me, my pal/roommate Jessie, and my super friendly cat, Cooper.   We both travel a lot and love renting on airbnb.  This apartment is especially great for people who are independent travelers and enjoy meeting new people.   This is a quiet block in the middle of it all. About the neighborhood: Around the corner you have Amy's Bread (a local bakery), Starbucks, Duane Reade (a 24 hour pharmacy) and countless restaurants. Restaurant row, a popular place to eat before Broadway shows, is the view from the living room window!  The apartment is located steps away from Broadway shows, Times Square and just 10 blocks from Central Park! Stroll a few avenues west and you've arrived at the Intrepid Museum along the Hudson River.  Every subway line is accessible in Times Squ",https://a0.muscache.com/im/pictures/baa0cc50-67fd-43c2-8359-8697491916e9.jpg?aki_policy=large,Hell's Kitchen,40.7610819725818,-73.9897899954742,100,,,62,29,95,10,9,10,10,10,9,0.4
248717,https://www.airbnb.com/rooms/248717,Brownstone comfort + beautiful yard,"Welcome to our Park Slope, Brooklyn home - only 15 minutes on the subway to Manhattan, tons of trains within walking distance, 2 blocks to New York's greatest park (yes, I think  Prospect Park is better than Central Park), big kitchen, comfortable living room, a backyard to relax in... and (if it's alright for me to say so) one of the friendliest hostesses you can find. Joining me in my beautiful home, you'll have: A backyard garden   Wireless Internet Access Queen Size Bed- extremely comfortable Additional Twin Air Mattress should you need it Private Bathroom  (you're the only one showering etc here, but we may pop in to use the loo on occasion) Large Closet $25 Gift Certificate to spend at your choice of NYC/Brooklyn Restaurant Of course, I'll offer help to make your trip great with ideas and recommendations I have access to discounted Broadway and OffBroadway theatre too - so let me know what you want to see!  I can save you money. Within 5-10 minutes walk there are literally over 5",https://a0.muscache.com/im/pictures/20819087/753919e2_original.jpg?aki_policy=large,Park Slope,40.6736026870233,-73.9811259884146,65,675,1720,339,10,90,9,9,9,9,10,9,0.13
248865,https://www.airbnb.com/rooms/248865,Loft Suite @ Box House Hotel,"Loft Suites @ The Box House Hotel. Located in the industrial chic area of North Greenpoint in Brooklyn, The Box House Hotel features contemporary lofts and suites with large windows. Each apartment-style accommodation at The Box House Hotel is styled with bright colors, hardwood floors, antiques and contemporary art. Select rooms have a terrace and views of Midtown Manhattan. These loft units feature 16ft ceilings, kitchenettes, and translucent glass block wall giving ample light. Fully equipped with everything you need for your stay. The studio loft has an alcove bedroom area with a comfortable queen size bed and a pull out sofa in the living room area, which in total can easily sleep up to 4 guests. The loft is equipped with HD TVs in both the living and bedroom areas with premium cable channels. There are hardwood floors throughout and a full bathroom with shower/tub combination. ",https://a0.muscache.com/im/pictures/21909444/94267c99_original.jpg?aki_policy=large,Greenpoint,40.7378749319277,-73.9538456036737,199,,,357,25,97,10,10,10,10,9,9,0.33
248871,https://www.airbnb.com/rooms/248871,4 BEDROOM -2BATHRM WEST VILLAGE DUPLEX  TOWNHOUSE,"Listed here is an entire 4 bedroom duplex in the heart of the West Village, Manhattan. The apartment is on the top 2 floors of an 1870's school house.  Its spacious, clean, gets great natural light and is professionally decorated.  The layout of the apartment is works well for larger groups.  Each of the 2 floors has 1 bathroom and 2 bedrooms so there is ample privacy and space.  All of the bedrooms have double beds.   The first floor has a large kitchen with a table that can seat 12. Upstairs is the living rom with 14ft vaulted ceilings and sky-lights. I have lived here for years and take great pleasure in calling this apartment home when I am in New York. Each bedroom is fully furnished and have full closets.  The kitchen is stocked with all your cooking needs     -Apple TV  on Flat Screen TV -High Speed WIFI -fully equipped kitchen (stove/oven, , toaster, coffee machine, pots/pans, dinner plates, bowls, drinking glasses, etc) -Beds sheets, towels, and other linens will be provided. ",https://a0.muscache.com/im/pictures/76931804-b26a-473c-8837-c33d1e90d811.jpg?aki_policy=large,West Village,40.7306564807551,-74.002869456211,700,4500,,285,97,90,9,8,9,10,10,9,1.25
